ID,Pred
2022_3328_3416,0.5
2022_3328_3424,0.5
2022_3328_3426,0.5
2022_3328_3428,0.5
2022_3328_3437,0.5
2022_3328_3439,0.5
2022_3328_3450,0.5
2022_3332_3343,0.5
2022_3332_3372,0.5
2022_3332_3376,0.5
2022_3332_3377,0.5
2022_3332_3378,0.5
2022_3332_3390,0.5
2022_3332_3397,0.5
2022_3332_3400,0.5
2022_3332_3416,0.5
2022_3332_3424,0.5
2022_3332_3426,0.5
2022_3332_3428,0.5
2022_3332_3437,0.5
2022_3332_3439,0.5
2022_3332_3450,0.5
2022_3343_3372,0.5
2022_3343_3376,0.5
2022_3343_3377,0.5
2022_3343_3378,0.5
2022_3343_3390,0.5
2022_3343_3397,0.5
2022_3343_3400,0.5
2022_3343_3416,0.5
2022_3343_3424,0.5
2022_3343_3426,0.5
2022_3343_3428,0.5
2022_3343_3437,0.5
2022_3343_3439,0.5
2022_3343_3450,0.5
2022_3372_3376,0.5
2022_3372_3377,0.5
2022_3372_3378,0.5
2022_3372_3390,0.5
2022_3372_3397,0.5
2022_3372_3400,0.5
2022_3372_3416,0.5
2022_3372_3424,0.5
2022_3372_3426,0.5
2022_3372_3428,0.5
2022_3372_3437,0.5
2022_3372_3439,0.5
2022_3372_3450,0.5
2022_3376_3377,0.5
2022_3376_3378,0.5
2022_3376_3390,0.5
2022_3376_3397,0.5
2022_3376_3400,0.5
2022_3376_3416,0.5
2022_3376_3424,0.5
2022_3376_3426,0.5
2022_3376_3428,0.5
2022_3376_3437,0.5
2022_3376_3439,0.5
2022_3376_3450,0.5
2022_3377_3378,0.5
2022_3377_3390,0.5
2022_3377_3397,0.5
2022_3377_3400,0.5
2022_3377_3416,0.5
2022_3377_3424,0.5
2022_3377_3426,0.5
2022_3377_3428,0.5
2022_3377_3437,0.5
2022_3377_3439,0.5
2022_3377_3450,0.5
2022_3378_3390,0.5
2022_3378_3397,0.5
2022_3378_3400,0.5
2022_3378_3416,0.5
2022_3378_3424,0.5
2022_3378_3426,0.5
2022_3378_3428,0.5
2022_3378_3437,0.5
2022_3378_3439,0.5
2022_3378_3450,0.5
2022_3390_3397,0.5
2022_3390_3400,0.5
2022_3390_3416,0.5
2022_3390_3424,0.5
2022_3390_3426,0.5
2022_3390_3428,0.5
2022_3390_3437,0.5
2022_3390_3439,0.5
2022_3390_3450,0.5
2022_3397_3400,0.5
2022_3397_3416,0.5
2022_3397_3424,0.5
2022_3397_3426,0.5
2022_3397_3428,0.5
2022_3397_3437,0.5
2022_3397_3439,0.5
2022_3397_3450,0.5
2022_3400_3416,0.5
2022_3400_3424,0.5
2022_3400_3426,0.5
2022_3400_3428,0.5
2022_3400_3437,0.5
2022_3400_3439,0.5
2022_3400_3450,0.5
2022_3416_3424,0.5
2022_3416_3426,0.5
2022_3416_3428,0.5
2022_3416_3437,0.5
2022_3416_3439,0.5
2022_3416_3450,0.5
2022_3424_3426,0.5
2022_3424_3428,0.5
2022_3424_3437,0.5
2022_3424_3439,0.5
2022_3424_3450,0.5
2022_3426_3428,0.5
2022_3426_3437,0.5
2022_3426_3439,0.5
2022_3426_3450,0.5
2022_3428_3437,0.5
2022_3428_3439,0.5
2022_3428_3450,0.5
2022_3437_3439,0.5
2022_3437_3450,0.5
2022_3439_3450,0.5
